S.NO,YEAR,STATE NAME,CONSTITUENCY NAME,CONSTITUENCY NO,WINNER CANDIDATE NAME,GENDER,PARTY NAME,PARTY SYMBOL,TOTAL ELECTORS,TOTAL NO OF VOTERS (MARGIN),VOTE %,TOTAL NO OF VOTE CASTED,,,,
370,1996,Assam,Gauhati,7,Bapuji Deka,M,Independent,N/A,1170068,1167666,0.2,2402,,,,
371,1996,Assam,Gauhati,7,Prabin Das,M,Independent,N/A,1170068,1165684,0.4,4384,,,,
372,1996,Assam,Gauhati,7,Nawazis Ara Begum,F,Samajwadi Party,N/A,1170068,1165681,0.4,4387,,,,
373,1996,Assam,Gauhati,7,Jiban Das,M,All India Indira Congress (Tiwari),N/A,1170068,1164419,0.5,5649,,,,
374,1996,Assam,Gauhati,7,Bhubaneswar Bhuyan,M,Independent,N/A,1170068,1163839,0.5,6229,,,,
375,1996,Assam,Gauhati,7,Putul Keleng,M,Independent,N/A,1170068,1162318,0.7,7750,,,,
376,1996,Assam,Gauhati,7,Achyut Kumar Goswami Thakuria,M,Independent,N/A,1170068,1158639,1,11429,,,,
377,1996,Assam,Gauhati,7,Hiranya Kumar Bhattacharyya,M,Bharatiya Janata Party,N/A,1170068,1006597,14,163471,,,,
378,1996,Assam,Gauhati,7,Bhubaneswar Kalita,M,Indian National Congress,N/A,1170068,911632,22.1,258436,,,,
379,1996,Assam,Gauhati,7,Prabin Chandra Sarmah,M,Asom Gana Parishad,N/A,1170068,797235,31.9,372833,,,,
380,1996,Assam,Mangaldoi,8,Nur Mohammad,M,Independent,N/A,1049353,1047112,0.2,2241,,,,
381,1996,Assam,Mangaldoi,8,Bhupendra Nath Kakati,M,Independent,N/A,1049353,1046346,0.3,3007,,,,
382,1996,Assam,Mangaldoi,8,Md. Abdul Mazid,M,Independent,N/A,1049353,1045157,0.4,4196,,,,
383,1996,Assam,Mangaldoi,8,Aroon Barooa,M,Janata Dal,N/A,1049353,1040713,0.8,8640,,,,
384,1996,Assam,Mangaldoi,8,Mahesh Chakraborty,M,Independent,N/A,1049353,1040690,0.8,8663,,,,
385,1996,Assam,Mangaldoi,8,Imran,M,Independent,N/A,1049353,1040161,0.9,9192,,,,
386,1996,Assam,Mangaldoi,8,Jiban Baruah,M,All India Indira Congress (Tiwari),N/A,1049353,1038936,1,10417,,,,
387,1996,Assam,Mangaldoi,8,A. Hamid Chaudhury,M,Independent,N/A,1049353,1034123,1.5,15230,,,,
388,1996,Assam,Mangaldoi,8,Md. Rustam Ali,M,"United Minorities Front, Assam",N/A,1049353,1032512,1.6,16841,,,,
389,1996,Assam,Mangaldoi,8,Binai Khungur Basumatari,M,United Tribal Nationalists Liberation Front,N/A,1049353,1014550,3.3,34803,,,,
390,1996,Assam,Mangaldoi,8,B.M. Hamidur Rahman,M,Independent,N/A,1049353,1000011,4.7,49342,,,,
391,1996,Assam,Mangaldoi,8,Nowaz Basumatary,M,Independent,N/A,1049353,971678,7.4,77675,,,,
392,1996,Assam,Mangaldoi,8,Nagendra Nath Sarmah,M,Bharatiya Janata Party,N/A,1049353,926580,11.7,122773,,,,
393,1996,Assam,Mangaldoi,8,Prabin Deka,M,Indian National Congress,N/A,1049353,886647,15.5,162706,,,,
394,1996,Assam,Mangaldoi,8,Birendra Prasad Baishya,M,Asom Gana Parishad,N/A,1049353,787515,25,261838,,,,
395,1996,Assam,Tezpur,9,Madhab Kalita,M,Independent,N/A,853710,851162,0.3,2548,,,,
396,1996,Assam,Tezpur,9,Golok Nath,M,Independent,N/A,853710,850172,0.4,3538,,,,
397,1996,Assam,Tezpur,9,Hanuman,M,Independent,N/A,853710,849014,0.6,4696,,,,
398,1996,Assam,Tezpur,9,Gopi Chand Shahabadi,M,Samajwadi Party,N/A,853710,848997,0.6,4713,,,,
399,1996,Assam,Tezpur,9,Bhuban Chandra Chutia,M,Independent,N/A,853710,847857,0.7,5853,,,,
400,1996,Assam,Tezpur,9,Purna Narayan Singh,M,Janata Dal,N/A,853710,838760,1.8,14950,,,,
401,1996,Assam,Tezpur,9,Syeda Hasna Begum,F,Independent,N/A,853710,822731,3.6,30979,,,,
402,1996,Assam,Tezpur,9,Swarup Upadhyay,M,All India Indira Congress (Tiwari),N/A,853710,814249,4.6,39461,,,,
403,1996,Assam,Tezpur,9,Rana Deuri,M,Independent,N/A,853710,812802,4.8,40908,,,,
404,1996,Assam,Tezpur,9,Dhruba Prasad Baishya,M,Bharatiya Janata Party,N/A,853710,770817,9.7,82893,,,,
405,1996,Assam,Tezpur,9,Harsha Bahadur Biswakarma,M,Asom Gana Parishad,N/A,853710,653358,23.5,200352,,,,
406,1996,Assam,Tezpur,9,Iswar Prasanna Hazarika,M,Indian National Congress,N/A,853710,646639,24.3,207071,,,,
407,1996,Assam,Nowgong,10,Punendu,M,Independent,N/A,973312,971997,0.1,1315,,,,
408,1996,Assam,Nowgong,10,Putul Singh Teron,M,Independent,N/A,973312,971737,0.2,1575,,,,
409,1996,Assam,Nowgong,10,Baneswar Saikia,M,Revolutionary Communist Party Of India (Rasik Bhatt),N/A,973312,971509,0.2,1803,,,,
410,1996,Assam,Nowgong,10,Rahimuddin,M,Independent,N/A,973312,971384,0.2,1928,,,,
411,1996,Assam,Nowgong,10,Jayanta Kumar Misra,M,Independent,N/A,973312,971366,0.2,1946,,,,
412,1996,Assam,Nowgong,10,Asit Kumar Sarkar,M,Independent,N/A,973312,965478,0.8,7834,,,,
413,1996,Assam,Nowgong,10,Ramen Deka,M,All India Indira Congress (Tiwari),N/A,973312,962754,1.1,10558,,,,
414,1996,Assam,Nowgong,10,Durga Prasad Neog,M,Independent,N/A,973312,960664,1.3,12648,,,,
415,1996,Assam,Nowgong,10,Arun Manta,M,Independent,N/A,973312,946922,2.7,26390,,,,
416,1996,Assam,Nowgong,10,Hafiz Rashid Choudhuri,M,"United Minorities Front, Assam",N/A,973312,928530,4.6,44782,,,,
417,1996,Assam,Nowgong,10,Rekha Sarma,F,Bharatiya Janata Party,N/A,973312,826120,15.1,147192,,,,
418,1996,Assam,Nowgong,10,Nazneen Faruque,F,Indian National Congress,N/A,973312,763791,21.5,209521,,,,
419,1996,Assam,Nowgong,10,Muhi Ram Saikia,M,Asom Gana Parishad,N/A,973312,709663,27.1,263649,,,,
420,1996,Assam,Kaliabor,11,Juren Rajkhowa,M,Independent,N/A,999960,997993,0.2,1967,,,,
421,1996,Assam,Kaliabor,11,Nazmul Islam,M,Independent,N/A,999960,997411,0.3,2549,,,,
422,1996,Assam,Kaliabor,11,Jogen Saikia,M,Independent,N/A,999960,997060,0.3,2900,,,,
423,1996,Assam,Kaliabor,11,Bolo Ram Nag,M,Independent,N/A,999960,993819,0.6,6141,,,,
424,1996,Assam,Kaliabor,11,Hem Kanta Bora,M,Janata Dal,N/A,999960,989226,1.1,10734,,,,
425,1996,Assam,Kaliabor,11,Purna Kanta Gohain,M,Bharatiya Janata Party,N/A,999960,958624,4.1,41336,,,,
426,1996,Assam,Kaliabor,11,Abdul Mannan Faruque,M,All India Indira Congress (Tiwari),N/A,999960,882550,11.7,117410,,,,
427,1996,Assam,Kaliabor,11,Tarun Gogoi,M,Indian National Congress,N/A,999960,718490,28.1,281470,,,,
428,1996,Assam,Kaliabor,11,Keshab Mahanta,M,Asom Gana Parishad,N/A,999960,716874,28.3,283086,,,,
429,1996,Assam,Jorhat,12,Krishna Kanta Gogoi,M,Independent,N/A,936286,927634,0.9,8652,,,,
430,1996,Assam,Jorhat,12,Bandana Rajkumari,F,All India Indira Congress (Tiwari),N/A,936286,908216,3,28070,,,,
431,1996,Assam,Jorhat,12,Bijoy Dutta,M,Bharatiya Janata Party,N/A,936286,899644,3.9,36642,,,,
432,1996,Assam,Jorhat,12,Bhadreswar Buragohain,M,Asom Gana Parishad,N/A,936286,671947,28.2,264339,,,,
433,1996,Assam,Jorhat,12,Bijoy Krishna Handique,M,Indian National Congress,N/A,936286,624708,33.3,311578,,,,
434,1996,Assam,Dibrugarh,13,Phate Chand Garodia,M,Independent,N/A,840893,839884,0.1,1009,,,,
435,1996,Assam,Dibrugarh,13,Binod Agarwalla,M,Independent,N/A,840893,839225,0.2,1668,,,,
436,1996,Assam,Dibrugarh,13,Dipak Kumar Das,M,Independent,N/A,840893,838957,0.2,1936,,,,
437,1996,Assam,Dibrugarh,13,Budhram Rajgarh,M,Independent,N/A,840893,838468,0.3,2425,,,,
438,1996,Assam,Dibrugarh,13,Padma Kumar Gohain,M,Independent,N/A,840893,838019,0.3,2874,,,,
439,1996,Assam,Dibrugarh,13,Ramnarayan Singh,M,Shivsena,N/A,840893,837321,0.4,3572,,,,
440,1996,Assam,Dibrugarh,13,Dharmananda Pandey,M,Independent,N/A,840893,834399,0.8,6494,,,,
441,1996,Assam,Dibrugarh,13,Anil Kumar Barooah,M,Communist Party Of India (Marxist-Leninist) (Liberation),N/A,840893,829771,1.3,11122,,,,
442,1996,Assam,Dibrugarh,13,Mansharam Patowari,M,All India Indira Congress (Tiwari),N/A,840893,822430,2.2,18463,,,,
443,1996,Assam,Dibrugarh,13,Harendra Narayan Dutta,M,Bharatiya Janata Party,N/A,840893,790647,6,50246,,,,
444,1996,Assam,Dibrugarh,13,Israil Nanda,M,Asom Gana Parishad,N/A,840893,666995,20.7,173898,,,,
445,1996,Assam,Dibrugarh,13,Paban Singh Ghatowar,M,Indian National Congress,N/A,840893,559640,33.4,281253,,,,
446,1996,Assam,Lakhimpur,14,Hiranya Kr. Pegu,M,Independent,N/A,921444,919796,0.2,1648,,,,
